"species","family","pred","virus"
"Pipistrellus adamsi","Vespertilionidae",135.574615478516,"MLAV"
"Pipistrellus aero","Vespertilionidae",172.068908691406,"MLAV"
"Pipistrellus aladdin","Vespertilionidae",180.673706054688,"MLAV"
"Pipistrellus anchietae","Vespertilionidae",229.412231445312,"MLAV"
"Pipistrellus angulatus","Vespertilionidae",92.5800399780273,"MLAV"
"Pipistrellus ceylonicus","Vespertilionidae",107.564468383789,"MLAV"
"Pipistrellus collinus","Vespertilionidae",177.20539855957,"MLAV"
"Pipistrellus coromandra","Vespertilionidae",12.476658821106,"MLAV"
"Pipistrellus crassulus","Vespertilionidae",146.969009399414,"MLAV"
"Pipistrellus endoi","Vespertilionidae",177.030197143555,"MLAV"
"Pipistrellus grandidieri","Vespertilionidae",199.694290161133,"MLAV"
"Pipistrellus hanaki","Vespertilionidae",168.101669311523,"MLAV"
"Pipistrellus hesperidus","Vespertilionidae",186.787658691406,"MLAV"
"Pipistrellus imbricatus","Vespertilionidae",199.581130981445,"MLAV"
"Pipistrellus inexspectatus","Vespertilionidae",227.063018798828,"MLAV"
"Pipistrellus javanicus","Vespertilionidae",83.4930419921875,"MLAV"
"Pipistrellus kuhlii","Vespertilionidae",170.817749023438,"MLAV"
"Pipistrellus maderensis","Vespertilionidae",220.248260498047,"MLAV"
"Pipistrellus minahassae","Vespertilionidae",228.738586425781,"MLAV"
"Pipistrellus murrayi","Vespertilionidae",210.897766113281,"MLAV"
"Pipistrellus nanulus","Vespertilionidae",165.713928222656,"MLAV"
"Pipistrellus nathusii","Vespertilionidae",89.3793029785156,"MLAV"
"Pipistrellus papuanus","Vespertilionidae",188.654174804688,"MLAV"
"Pipistrellus paterculus","Vespertilionidae",68.4281845092773,"MLAV"
"Pipistrellus permixtus","Vespertilionidae",55.8560028076172,"MLAV"
"Pipistrellus pipistrellus","Vespertilionidae",154.595825195312,"MLAV"
"Pipistrellus pygmaeus","Vespertilionidae",157.028030395508,"MLAV"
"Pipistrellus raceyi","Vespertilionidae",257.570495605469,"MLAV"
"Pipistrellus rueppellii","Vespertilionidae",153.65673828125,"MLAV"
"Pipistrellus rusticus","Vespertilionidae",28.0897331237793,"MLAV"
"Pipistrellus stenopterus","Vespertilionidae",146.929214477539,"MLAV"
"Pipistrellus sturdeei","Vespertilionidae",208.745254516602,"MLAV"
"Pipistrellus tenuis","Vespertilionidae",55.5571746826172,"MLAV"
"Pipistrellus wattsi","Vespertilionidae",241.596496582031,"MLAV"
"Pipistrellus westralis","Vespertilionidae",213.671783447266,"MLAV"
"Platalina genovensium","Phyllostomidae",249.684020996094,"MLAV"
"Platymops setiger","Molossidae",245.903381347656,"MLAV"
"Platyrrhinus albericoi","Phyllostomidae",218.309921264648,"MLAV"
"Platyrrhinus angustirostris","Phyllostomidae",152.65495300293,"MLAV"
"Platyrrhinus aquilus","Phyllostomidae",332.190124511719,"MLAV"
"Platyrrhinus aurarius","Phyllostomidae",159.647384643555,"MLAV"
"Platyrrhinus brachycephalus","Phyllostomidae",186.951538085938,"MLAV"
"Platyrrhinus chocoensis","Phyllostomidae",152.755462646484,"MLAV"
"Platyrrhinus dorsalis","Phyllostomidae",151.281463623047,"MLAV"
"Platyrrhinus fusciventris","Phyllostomidae",173.227645874023,"MLAV"
"Platyrrhinus helleri","Phyllostomidae",122.741424560547,"MLAV"
"Platyrrhinus incarum","Phyllostomidae",159.150909423828,"MLAV"
"Platyrrhinus infuscus","Phyllostomidae",155.116851806641,"MLAV"
"Platyrrhinus ismaeli","Phyllostomidae",165.985092163086,"MLAV"
"Platyrrhinus lineatus","Phyllostomidae",158.933181762695,"MLAV"
"Platyrrhinus masu","Phyllostomidae",213.733367919922,"MLAV"
"Platyrrhinus matapalensis","Phyllostomidae",134.870529174805,"MLAV"
"Platyrrhinus nigellus","Phyllostomidae",172.009429931641,"MLAV"
"Platyrrhinus nitelinea","Phyllostomidae",231.233489990234,"MLAV"
"Platyrrhinus recifinus","Phyllostomidae",139.921142578125,"MLAV"
"Platyrrhinus umbratus","Phyllostomidae",154.092681884766,"MLAV"
"Platyrrhinus vittatus","Phyllostomidae",116.992057800293,"MLAV"
"Plecotus ariel","Vespertilionidae",353.542297363281,"MLAV"
"Plecotus auritus","Vespertilionidae",44.4084548950195,"MLAV"
"Plecotus austriacus","Vespertilionidae",47.3776168823242,"MLAV"
"Plecotus balensis","Vespertilionidae",125.334037780762,"MLAV"
"Plecotus christii","Vespertilionidae",117.881286621094,"MLAV"
"Plecotus homochrous","Vespertilionidae",348.327697753906,"MLAV"
"Plecotus kolombatovici","Vespertilionidae",124.02660369873,"MLAV"
"Plecotus kozlovi","Vespertilionidae",319.673858642578,"MLAV"
"Plecotus macrobullaris","Vespertilionidae",114.325622558594,"MLAV"
"Plecotus ognevi","Vespertilionidae",95.1223297119141,"MLAV"
"Plecotus sacrimontis","Vespertilionidae",162.020263671875,"MLAV"
"Plecotus sardus","Vespertilionidae",91.8053665161133,"MLAV"
"Plecotus strelkovi","Vespertilionidae",317.635681152344,"MLAV"
"Plecotus taivanus","Vespertilionidae",127.978324890137,"MLAV"
"Plecotus teneriffae","Vespertilionidae",136.104187011719,"MLAV"
"Plecotus turkmenicus","Vespertilionidae",366.247863769531,"MLAV"
"Plecotus wardi","Vespertilionidae",370.715148925781,"MLAV"
"Plerotes anchietae","Pteropodidae",296.892242431641,"MLAV"
"Promops centralis","Molossidae",317.141998291016,"MLAV"
"Promops davisoni","Molossidae",350.226470947266,"MLAV"
"Promops nasutus","Molossidae",228.297470092773,"MLAV"
"Ptenochirus jagori","Pteropodidae",216.501541137695,"MLAV"
"Ptenochirus minor","Pteropodidae",258.835327148438,"MLAV"
"Pteralopex anceps","Pteropodidae",178.04069519043,"MLAV"
"Pteralopex atrata","Pteropodidae",216.020889282227,"MLAV"
"Pteralopex flanneryi","Pteropodidae",200.361038208008,"MLAV"
"Pteralopex pulchra","Pteropodidae",237.409072875977,"MLAV"
"Pteralopex taki","Pteropodidae",283.84765625,"MLAV"
"Pteronotus davyi","Mormoopidae",174.279861450195,"MLAV"
"Pteronotus gymnonotus","Mormoopidae",182.126205444336,"MLAV"
"Pteronotus macleayii","Mormoopidae",227.376083374023,"MLAV"
"Pteronotus mesoamericanus","Mormoopidae",392.461029052734,"MLAV"
"Pteronotus paraguanensis","Mormoopidae",328.896057128906,"MLAV"
"Pteronotus parnellii","Mormoopidae",259.460083007812,"MLAV"
"Pteronotus personatus","Mormoopidae",215.698226928711,"MLAV"
"Pteronotus quadridens","Mormoopidae",240.948669433594,"MLAV"
"Pteronotus rubiginosus","Mormoopidae",414.81689453125,"MLAV"
"Pteropus admiralitatum","Pteropodidae",36.7564163208008,"MLAV"
"Pteropus aldabrensis","Pteropodidae",80.7797012329102,"MLAV"
"Pteropus alecto","Pteropodidae",17.1904201507568,"MLAV"
"Pteropus allenorum","Pteropodidae",353.893615722656,"MLAV"
"Pteropus anetianus","Pteropodidae",159.447174072266,"MLAV"
"Pteropus aruensis","Pteropodidae",243.520065307617,"MLAV"
"Pteropus brunneus","Pteropodidae",213.837844848633,"MLAV"
"Pteropus caniceps","Pteropodidae",89.8531188964844,"MLAV"
"Pteropus capistratus","Pteropodidae",243.902450561523,"MLAV"
"Pteropus chrysoproctus","Pteropodidae",261.553436279297,"MLAV"
"Pteropus cognatus","Pteropodidae",144.544967651367,"MLAV"
"Pteropus conspicillatus","Pteropodidae",65.1494064331055,"MLAV"
"Pteropus coxi","Pteropodidae",362.223480224609,"MLAV"
"Pteropus dasymallus","Pteropodidae",97.6737670898438,"MLAV"
"Pteropus ennisae","Pteropodidae",210.428375244141,"MLAV"
"Pteropus faunulus","Pteropodidae",141.286911010742,"MLAV"
"Pteropus fundatus","Pteropodidae",101.537704467773,"MLAV"
"Pteropus giganteus","Pteropodidae",11.240608215332,"MLAV"
"Pteropus gilliardorum","Pteropodidae",110.007942199707,"MLAV"
"Pteropus griseus","Pteropodidae",112.795951843262,"MLAV"
"Pteropus howensis","Pteropodidae",86.2193222045898,"MLAV"
"Pteropus hypomelanus","Pteropodidae",53.6019439697266,"MLAV"
"Pteropus intermedius","Pteropodidae",106.071716308594,"MLAV"
"Pteropus keyensis","Pteropodidae",162.282196044922,"MLAV"
"Pteropus leucopterus","Pteropodidae",325.933624267578,"MLAV"
"Pteropus livingstonii","Pteropodidae",115.853248596191,"MLAV"
"Pteropus lombocensis","Pteropodidae",151.796371459961,"MLAV"
"Pteropus loochoensis","Pteropodidae",253.053741455078,"MLAV"
"Pteropus lylei","Pteropodidae",87.6036834716797,"MLAV"
"Pteropus macrotis","Pteropodidae",181.104125976562,"MLAV"
"Pteropus mahaganus","Pteropodidae",163.565582275391,"MLAV"
"Pteropus mariannus","Pteropodidae",94.1582489013672,"MLAV"
"Pteropus melanopogon","Pteropodidae",116.700126647949,"MLAV"
"Pteropus melanotus","Pteropodidae",97.6377792358398,"MLAV"
"Pteropus molossinus","Pteropodidae",230.095794677734,"MLAV"
"Pteropus neohibernicus","Pteropodidae",140.191772460938,"MLAV"
"Pteropus niger","Pteropodidae",105.249771118164,"MLAV"
"Pteropus nitendiensis","Pteropodidae",200.386566162109,"MLAV"
"Pteropus ocularis","Pteropodidae",202.769180297852,"MLAV"
"Pteropus ornatus","Pteropodidae",80.250244140625,"MLAV"
"Pteropus pelagicus","Pteropodidae",200.757415771484,"MLAV"
"Pteropus pelewensis","Pteropodidae",103.79955291748,"MLAV"
"Pteropus personatus","Pteropodidae",112.816711425781,"MLAV"
"Pteropus pilosus","Pteropodidae",160.419357299805,"MLAV"
"Pteropus pohlei","Pteropodidae",70.3845291137695,"MLAV"
"Pteropus poliocephalus","Pteropodidae",33.1246147155762,"MLAV"
"Pteropus pselaphon","Pteropodidae",140.234420776367,"MLAV"
"Pteropus pumilus","Pteropodidae",124.442123413086,"MLAV"
"Pteropus rayneri","Pteropodidae",189.862854003906,"MLAV"
"Pteropus rennelli","Pteropodidae",132.622924804688,"MLAV"
"Pteropus rodricensis","Pteropodidae",87.5370559692383,"MLAV"
"Pteropus rufus","Pteropodidae",110.682250976562,"MLAV"
"Pteropus samoensis","Pteropodidae",175.42024230957,"MLAV"
"Pteropus scapulatus","Pteropodidae",222.304595947266,"MLAV"
"Pteropus seychellensis","Pteropodidae",82.2391662597656,"MLAV"
"Pteropus speciosus","Pteropodidae",118.26880645752,"MLAV"
"Pteropus subniger","Pteropodidae",169.012847900391,"MLAV"
"Pteropus temminckii","Pteropodidae",182.746398925781,"MLAV"
"Pteropus tokudae","Pteropodidae",170.634765625,"MLAV"
"Pteropus tonganus","Pteropodidae",57.2797355651855,"MLAV"
"Pteropus tuberculatus","Pteropodidae",192.664138793945,"MLAV"
"Pteropus ualanus","Pteropodidae",278.166198730469,"MLAV"
"Pteropus vampyrus","Pteropodidae",58.644100189209,"MLAV"
"Pteropus vetulus","Pteropodidae",150.785614013672,"MLAV"
"Pteropus voeltzkowi","Pteropodidae",102.189613342285,"MLAV"
"Pteropus woodfordi","Pteropodidae",216.94953918457,"MLAV"
"Pygoderma bilabiatum","Phyllostomidae",128.494537353516,"MLAV"
"Rhinolophus acuminatus","Rhinolophidae",43.2762641906738,"MLAV"
"Rhinolophus adami","Rhinolophidae",135.098770141602,"MLAV"
"Rhinolophus affinis","Rhinolophidae",70.8099670410156,"MLAV"
"Rhinolophus alcyone","Rhinolophidae",165.905670166016,"MLAV"
"Rhinolophus arcuatus","Rhinolophidae",74.85498046875,"MLAV"
"Rhinolophus beddomei","Rhinolophidae",121.706809997559,"MLAV"
"Rhinolophus belligerator","Rhinolophidae",104.29451751709,"MLAV"
"Rhinolophus blasii","Rhinolophidae",95.3491592407227,"MLAV"
"Rhinolophus bocharicus","Rhinolophidae",102.684219360352,"MLAV"
"Rhinolophus borneensis","Rhinolophidae",111.324394226074,"MLAV"
"Rhinolophus canuti","Rhinolophidae",158.370910644531,"MLAV"
"Rhinolophus capensis","Rhinolophidae",59.3457412719727,"MLAV"
"Rhinolophus celebensis","Rhinolophidae",116.430168151855,"MLAV"
"Rhinolophus chiewkweeae","Rhinolophidae",110.142707824707,"MLAV"
"Rhinolophus clivosus","Rhinolophidae",128.124542236328,"MLAV"
"Rhinolophus coelophyllus","Rhinolophidae",85.2762756347656,"MLAV"
"Rhinolophus cognatus","Rhinolophidae",174.962753295898,"MLAV"
"Rhinolophus cohenae","Rhinolophidae",192.178924560547,"MLAV"
"Rhinolophus convexus","Rhinolophidae",148.747375488281,"MLAV"
"Rhinolophus creaghi","Rhinolophidae",83.7470169067383,"MLAV"
"Rhinolophus damarensis","Rhinolophidae",93.8299179077148,"MLAV"
"Rhinolophus darlingi","Rhinolophidae",37.7088012695312,"MLAV"
"Rhinolophus deckenii","Rhinolophidae",58.1766128540039,"MLAV"
"Rhinolophus denti","Rhinolophidae",117.417709350586,"MLAV"
"Rhinolophus eloquens","Rhinolophidae",98.6365585327148,"MLAV"
"Rhinolophus euryale","Rhinolophidae",63.4036483764648,"MLAV"
"Rhinolophus euryotis","Rhinolophidae",109.814384460449,"MLAV"
"Rhinolophus ferrumequinum","Rhinolophidae",3.22573232650757,"MLAV"
"Rhinolophus formosae","Rhinolophidae",185.8935546875,"MLAV"
"Rhinolophus fumigatus","Rhinolophidae",93.3097763061523,"MLAV"
"Rhinolophus guineensis","Rhinolophidae",90.9330749511719,"MLAV"
"Rhinolophus hildebrandtii","Rhinolophidae",109.867401123047,"MLAV"
"Rhinolophus hilli","Rhinolophidae",108.258834838867,"MLAV"
"Rhinolophus hillorum","Rhinolophidae",84.7017440795898,"MLAV"
"Rhinolophus hipposideros","Rhinolophidae",39.569019317627,"MLAV"
"Rhinolophus huananus","Rhinolophidae",128.584854125977,"MLAV"
"Rhinolophus indorouxii","Rhinolophidae",87.5767517089844,"MLAV"
"Rhinolophus inops","Rhinolophidae",113.005584716797,"MLAV"
"Rhinolophus kahuzi","Rhinolophidae",170.895156860352,"MLAV"
"Rhinolophus keyensis","Rhinolophidae",95.8555755615234,"MLAV"
"Rhinolophus landeri","Rhinolophidae",85.9675445556641,"MLAV"
"Rhinolophus lepidus","Rhinolophidae",148.32112121582,"MLAV"
"Rhinolophus luctus","Rhinolophidae",145.133911132812,"MLAV"
"Rhinolophus mabuensis","Rhinolophidae",140.575317382812,"MLAV"
"Rhinolophus maclaudi","Rhinolophidae",160.683258056641,"MLAV"
"Rhinolophus macrotis","Rhinolophidae",79.7782363891602,"MLAV"
"Rhinolophus madurensis","Rhinolophidae",191.426605224609,"MLAV"
"Rhinolophus maendeleo","Rhinolophidae",146.685684204102,"MLAV"
"Rhinolophus malayanus","Rhinolophidae",109.45044708252,"MLAV"
"Rhinolophus marshalli","Rhinolophidae",106.588775634766,"MLAV"
"Rhinolophus mcintyrei","Rhinolophidae",127.153114318848,"MLAV"
"Rhinolophus megaphyllus","Rhinolophidae",13.9909725189209,"MLAV"
"Rhinolophus mehelyi","Rhinolophidae",59.153263092041,"MLAV"
"Rhinolophus microglobosus","Rhinolophidae",105.537902832031,"MLAV"
"Rhinolophus mitratus","Rhinolophidae",152.587982177734,"MLAV"
"Rhinolophus montanus","Rhinolophidae",188.670852661133,"MLAV"
"Rhinolophus mossambicus","Rhinolophidae",105.075325012207,"MLAV"
"Rhinolophus nereis","Rhinolophidae",101.915687561035,"MLAV"
"Rhinolophus osgoodi","Rhinolophidae",145.871917724609,"MLAV"
"Rhinolophus paradoxolophus","Rhinolophidae",40.9776306152344,"MLAV"
"Rhinolophus pearsonii","Rhinolophidae",72.6169281005859,"MLAV"
"Rhinolophus perditus","Rhinolophidae",139.855072021484,"MLAV"
"Rhinolophus philippinensis","Rhinolophidae",65.2395324707031,"MLAV"
"Rhinolophus proconsulis","Rhinolophidae",97.6902313232422,"MLAV"
"Rhinolophus pusillus","Rhinolophidae",96.5048065185547,"MLAV"
"Rhinolophus rex","Rhinolophidae",77.0207443237305,"MLAV"
"Rhinolophus robinsoni","Rhinolophidae",40.9793739318848,"MLAV"
"Rhinolophus rouxii","Rhinolophidae",33.5443840026855,"MLAV"
"Rhinolophus rufus","Rhinolophidae",210.228912353516,"MLAV"
"Rhinolophus ruwenzorii","Rhinolophidae",166.256103515625,"MLAV"
"Rhinolophus sakejiensis","Rhinolophidae",189.725570678711,"MLAV"
"Rhinolophus schnitzleri","Rhinolophidae",138.392227172852,"MLAV"
"Rhinolophus sedulus","Rhinolophidae",135.999374389648,"MLAV"
"Rhinolophus shameli","Rhinolophidae",80.0716247558594,"MLAV"
"Rhinolophus shortridgei","Rhinolophidae",152.95703125,"MLAV"
"Rhinolophus siamensis","Rhinolophidae",78.3494567871094,"MLAV"
"Rhinolophus silvestris","Rhinolophidae",135.441024780273,"MLAV"
"Rhinolophus simulator","Rhinolophidae",123.830123901367,"MLAV"
"Rhinolophus sinicus","Rhinolophidae",81.0295562744141,"MLAV"
"Rhinolophus smithersi","Rhinolophidae",143.929397583008,"MLAV"
"Rhinolophus stheno","Rhinolophidae",102.505012512207,"MLAV"
"Rhinolophus subbadius","Rhinolophidae",183.360015869141,"MLAV"
"Rhinolophus subrufus","Rhinolophidae",148.705291748047,"MLAV"
"Rhinolophus swinnyi","Rhinolophidae",87.2734222412109,"MLAV"
"Rhinolophus tatar","Rhinolophidae",146.298675537109,"MLAV"
"Rhinolophus thailandensis","Rhinolophidae",151.47412109375,"MLAV"
"Rhinolophus thomasi","Rhinolophidae",100.99397277832,"MLAV"
"Rhinolophus trifoliatus","Rhinolophidae",158.499847412109,"MLAV"
"Rhinolophus virgo","Rhinolophidae",127.188140869141,"MLAV"
"Rhinolophus willardi","Rhinolophidae",103.296775817871,"MLAV"
"Rhinolophus xinanzhongguoensis","Rhinolophidae",177.498977661133,"MLAV"
"Rhinolophus yunanensis","Rhinolophidae",115.074256896973,"MLAV"
"Rhinolophus ziama","Rhinolophidae",182.310043334961,"MLAV"
"Rhinonicteris aurantia","Hipposideridae",68.2467651367188,"MLAV"
"Rhinophylla alethina","Phyllostomidae",181.812393188477,"MLAV"
"Rhinophylla fischerae","Phyllostomidae",145.794509887695,"MLAV"
"Rhinophylla pumilio","Phyllostomidae",135.294357299805,"MLAV"
"Rhinopoma cystops","Rhinopomatidae",132.078735351562,"MLAV"
"Rhinopoma hadramauticum","Rhinopomatidae",195.860580444336,"MLAV"
"Rhinopoma hardwickii","Rhinopomatidae",113.21102142334,"MLAV"
"Rhinopoma macinnesi","Rhinopomatidae",135.062362670898,"MLAV"
"Rhinopoma microphyllum","Rhinopomatidae",60.6717987060547,"MLAV"
"Rhinopoma muscatellum","Rhinopomatidae",109.715919494629,"MLAV"
"Rhogeessa aeneus","Vespertilionidae",130.410369873047,"MLAV"
"Rhogeessa bickhami","Vespertilionidae",141.617446899414,"MLAV"
"Rhogeessa genowaysi","Vespertilionidae",209.309265136719,"MLAV"
"Rhogeessa hussoni","Vespertilionidae",147.289855957031,"MLAV"
"Rhogeessa io","Vespertilionidae",129.22265625,"MLAV"
"Rhogeessa menchuae","Vespertilionidae",131.546813964844,"MLAV"
"Rhogeessa minutilla","Vespertilionidae",89.2587890625,"MLAV"
"Rhogeessa mira","Vespertilionidae",180.325012207031,"MLAV"
"Rhogeessa parvula","Vespertilionidae",118.977325439453,"MLAV"
"Rhogeessa tumida","Vespertilionidae",104.985992431641,"MLAV"
"Rhogeessa velilla","Vespertilionidae",156.927581787109,"MLAV"
"Rhynchonycteris naso","Emballonuridae",211.221557617188,"MLAV"
"Rhyneptesicus nasutus","Vespertilionidae",138.531921386719,"MLAV"
"Rousettus aegyptiacus","Pteropodidae",228.979187011719,"MLAV"
"Rousettus amplexicaudatus","Pteropodidae",245.684585571289,"MLAV"
"Rousettus celebensis","Pteropodidae",255.811889648438,"MLAV"
"Rousettus lanosus","Pteropodidae",221.65739440918,"MLAV"
"Rousettus leschenaultii","Pteropodidae",220.820709228516,"MLAV"
"Rousettus linduensis","Pteropodidae",328.978942871094,"MLAV"
"Rousettus madagascariensis","Pteropodidae",251.403961181641,"MLAV"
"Rousettus obliviosus","Pteropodidae",325.160400390625,"MLAV"
"Rousettus spinalatus","Pteropodidae",253.69889831543,"MLAV"
"Saccolaimus flaviventris","Emballonuridae",209.063659667969,"MLAV"
"Saccolaimus mixtus","Emballonuridae",231.56135559082,"MLAV"
"Saccolaimus peli","Emballonuridae",238.870056152344,"MLAV"
"Saccolaimus saccolaimus","Emballonuridae",222.474853515625,"MLAV"
"Saccopteryx antioquensis","Emballonuridae",280.040863037109,"MLAV"
"Saccopteryx bilineata","Emballonuridae",182.646545410156,"MLAV"
"Saccopteryx canescens","Emballonuridae",241.056518554688,"MLAV"
"Saccopteryx gymnura","Emballonuridae",208.682067871094,"MLAV"
"Saccopteryx leptura","Emballonuridae",251.324783325195,"MLAV"
"Sauromys petrophilus","Molossidae",279.663604736328,"MLAV"
"Scleronycteris ega","Phyllostomidae",219.947525024414,"MLAV"
"Scoteanax rueppellii","Vespertilionidae",217.349273681641,"MLAV"
"Scotoecus albofuscus","Vespertilionidae",171.138366699219,"MLAV"
"Scotoecus hirundo","Vespertilionidae",113.100479125977,"MLAV"
"Scotoecus pallidus","Vespertilionidae",216.421890258789,"MLAV"
"Scotomanes ornatus","Vespertilionidae",187.871765136719,"MLAV"
"Scotonycteris bergmansi","Pteropodidae",220.948471069336,"MLAV"
"Scotonycteris occidentalis","Pteropodidae",205.655136108398,"MLAV"
